# Cutout sizes based on A_AREA from the Rafelski et al. (2015) HUDF catalog
#
# id xsize ysize 
1245 4.5 4.5  
1246 4.5 4.5  
1247 4.5 4.5  
1248 4.5 4.5  
1249 4.5 4.5  
1250 4.5 4.5  
1251 4.5 4.5  
1253 4.5 4.5  
1254 4.5 4.5  
1255 4.5 4.5  
1256 4.5 4.5  
1257 4.5 4.5  
1260 4.5 4.5  
1263 4.5 4.5  
1264 4.5 4.5  
1265 4.5 4.5  
1266 6.78031714268 6.78031714268  
1268 4.5 4.5  
1269 4.5 4.5  
1272 4.5 4.5  
1273 4.5 4.5  
1274 4.5 4.5  
1275 4.5 4.5  
1276 4.5 4.5  
1278 4.5 4.5  
1279 4.5 4.5  
1280 4.5 4.5  
1281 4.5 4.5  
1282 4.5 4.5  
1283 4.5 4.5  
1284 4.5 4.5  
1285 4.5 4.5  
1286 4.5 4.5  
1287 4.5 4.5  
1288 4.5 4.5  
1289 4.5 4.5  
1293 4.5 4.5  
1294 4.5 4.5  
1295 4.5 4.5  
1297 4.5 4.5  
1299 4.5 4.5  
1300 4.5 4.5  
1301 4.5 4.5  
1302 4.5 4.5  
1303 4.5 4.5  
1304 4.5 4.5  
1305 4.5 4.5  
1306 4.5 4.5  
1308 4.5 4.5  
1309 4.5 4.5  
1310 4.5 4.5  
1311 4.5 4.5  
1312 4.5 4.5  
1313 4.5 4.5  
1314 4.5 4.5  
1316 4.5 4.5  
1317 4.5 4.5  
1318 4.5 4.5  
1319 4.5 4.5  
1321 4.5 4.5  
1322 4.5 4.5  
1324 4.5 4.5  
1325 4.5 4.5  
1326 4.5 4.5  
1327 4.5 4.5  
1328 4.5 4.5  
1329 4.5 4.5  
1330 4.5 4.5  
1331 4.5 4.5  
1332 4.5 4.5  
1333 4.5 4.5  
1334 4.5 4.5  
1336 4.5 4.5  
1337 4.5 4.5  
1338 4.5 4.5  
1340 4.5 4.5  
1341 4.5 4.5  
1342 4.5 4.5  
1344 4.5 4.5  
1345 4.5 4.5  
1347 4.5 4.5  
1348 4.5 4.5  
1349 4.5 4.5  
1351 4.5 4.5  
1353 4.5 4.5  
1355 4.5 4.5  
1356 4.5 4.5  
1357 4.5 4.5  
1358 4.5 4.5  
1359 4.5 4.5  
1360 4.5 4.5  
1361 4.5 4.5  
1362 4.5 4.5  
1363 4.5 4.5  
1365 4.5 4.5  
1366 4.5 4.5  
1367 4.5 4.5  
1368 4.5 4.5  
1369 4.5 4.5  
1370 4.5 4.5  
1371 4.5 4.5  
1373 4.5 4.5  
1374 4.5 4.5  
1375 4.5 4.5  
1376 4.5 4.5  
1378 4.5 4.5  
1379 4.5 4.5  
1380 4.5 4.5  
1381 4.5 4.5  
1383 4.5 4.5  
1385 4.5 4.5  
1386 4.5 4.5  
1388 4.5 4.5  
1389 4.5 4.5  
1390 4.5 4.5  
1391 4.5 4.5  
1392 4.5 4.5  
1393 4.5 4.5  
1394 4.5 4.5  
1395 4.5 4.5  
1398 4.5 4.5  
1399 4.5 4.5  
1401 4.5 4.5  
1402 4.5 4.5  
1404 4.5 4.5  
1407 4.5 4.5  
1408 4.5 4.5  
1409 4.5 4.5  
1410 4.5 4.5  
1411 4.5 4.5  
1412 4.5 4.5  
1414 4.5 4.5  
1415 4.5 4.5  
1416 4.5 4.5  
1418 4.5 4.5  
1419 4.5 4.5  
1420 4.5 4.5  
1421 4.5 4.5  
1423 4.5 4.5  
1425 4.5 4.5  
1426 4.5 4.5  
1427 4.5 4.5  
1428 4.5 4.5  
1430 4.5 4.5  
1431 4.5 4.5  
1432 4.5 4.5  
1433 4.5 4.5  
1434 4.5 4.5  
1435 4.5 4.5  
1436 4.5 4.5  
1438 4.5 4.5  
1439 4.5 4.5  
1440 4.5 4.5  
1441 4.5 4.5  
1443 4.5 4.5  
1444 4.5 4.5  
1445 4.5 4.5  
1446 4.5 4.5  
1447 4.5 4.5  
1448 4.5 4.5  
1449 4.5 4.5  
1450 4.5 4.5  
1451 4.5 4.5  
1452 4.5 4.5  
1453 4.5 4.5  
1454 4.5 4.5  
1455 4.5 4.5  
1456 4.5 4.5  
1457 4.5 4.5  
1458 4.5 4.5  
1459 4.5 4.5  
1460 4.5 4.5  
1461 4.5 4.5  
1462 4.5 4.5  
1464 4.5 4.5  
1465 4.5 4.5  
1466 4.5 4.5  
1467 4.5 4.5  
1468 4.5 4.5  
1469 4.5 4.5  
1470 4.5 4.5  
1471 4.5 4.5  
1472 4.5 4.5  
1473 4.5 4.5  
1475 4.5 4.5  
1476 4.5 4.5  
1477 4.5 4.5  
1478 4.5 4.5  
1479 4.5 4.5  
1480 4.5 4.5  
1482 4.5 4.5  
1483 4.5 4.5  
1485 4.5 4.5  
1486 4.5 4.5  
1487 4.5 4.5  
1488 4.5 4.5  
1489 4.5 4.5  
1490 4.5 4.5  
1491 4.5 4.5  
1492 4.5 4.5  
1493 4.5 4.5  
1494 4.5 4.5  
1495 4.5 4.5  
1496 4.5 4.5  
1497 4.5 4.5  
1498 4.5 4.5  
1499 4.5 4.5  
1500 4.5 4.5  
1502 4.5 4.5  
1503 4.5 4.5  
1504 4.5 4.5  
1505 4.5 4.5  
1507 4.5 4.5  
1508 4.5 4.5  
1509 4.5 4.5  
1510 4.5 4.5  
1512 4.5 4.5  
1513 4.5 4.5  
1514 4.5 4.5  
1515 4.5 4.5  
1516 4.5 4.5  
1517 4.5 4.5  
1518 4.5 4.5  
1519 4.5 4.5  
1520 4.5 4.5  
1521 4.5 4.5  
1522 4.5 4.5  
1523 4.5 4.5  
1524 4.5 4.5  
1526 4.5 4.5  
1527 4.5 4.5  
1528 4.5 4.5  
1530 4.5 4.5  
1531 4.5 4.5  
1532 4.5 4.5  
1533 4.5 4.5  
1535 4.5 4.5  
1536 4.5 4.5  
1537 4.5 4.5  
1538 4.5 4.5  
1539 4.5 4.5  
1540 4.5 4.5  
1542 4.5 4.5  
1543 4.5 4.5  
1544 4.5 4.5  
1545 4.5 4.5  
1546 4.5 4.5  
1547 4.5 4.5  
1548 4.5 4.5  
1549 4.5 4.5  
1550 4.5 4.5  
1551 4.5 4.5  
1552 4.5 4.5  
1553 4.5 4.5  
1555 4.5 4.5  
1557 4.5 4.5  
1558 4.5 4.5  
1559 4.5 4.5  
1560 4.5 4.5  
1561 4.5 4.5  
1562 4.5 4.5  
1563 4.5 4.5  
1564 4.5 4.5  
1565 4.5 4.5  
1566 4.5 4.5  
1567 4.5 4.5  
1568 4.5 4.5  
